"","id","accession_number","artist","artistRole","artistId","title","dateText","medium","creditLine","year","acquisitionYear","dimensions","width","height","depth","units","inscription","thumbnailCopyright","thumbnailUrl","url"
"4282",28803,"D01396","Turner, Joseph Mallord William","artist",558,"A River (?the Gywnant) in a Valley, with a Distant Tower and Mountains","1798","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1798",1856,"support: 266 x 171 mm","266","171",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D01/D01396_8.jpg","http://www.tate.org.uk/art/artworks/turner-a-river-the-gywnant-in-a-valley-with-a-distant-tower-and-mountains-d01396"
"68857",117843,"T13525","Takamatsu, Jiro","artist",15501,"Book Designs “Scribbled Drawing”","1975","Graphite and ink on paper","Presented by the artist's estate 2011","1975",2012,"support: 195 x 256 mm","195","256",NA,"mm","","","","http://www.tate.org.uk/art/artworks/takamatsu-book-designs-scribbled-drawing-t13525"
"31195",55823,"D28504","Turner, Joseph Mallord William","artist",558,"Details of Salmon Fishing Boats, probably near the Lorelei","1839","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1839",1856,"support: 100 x 163 mm","100","163",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D28/D28504_8.jpg","http://www.tate.org.uk/art/artworks/turner-details-of-salmon-fishing-boats-probably-near-the-lorelei-d28504"
"43389",13393,"N05087","Sickert, Walter Richard","artist",1941,"Belvedere, Bath","c.1917","Oil paint on canvas","Bequeathed by Lady Henry Cavendish-Bentinck 1940","1917",1940,"support: 711 x 711 mm frame: 845 x 846 x 70 mm","711","711",NA,"mm","","","http://www.tate.org.uk/art/images/work/N/N05/N05087_8.jpg","http://www.tate.org.uk/art/artworks/sickert-belvedere-bath-n05087"
"21644",46218,"D18865","Turner, Joseph Mallord William","artist",558,"Scene on Coast (?at Folkestone)","1825","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1825",1856,"support: 155 x 95 mm","155","95",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D18/D18865_8.jpg","http://www.tate.org.uk/art/artworks/turner-scene-on-coast-at-folkestone-d18865"
"6576",31106,"D03710","Turner, Joseph Mallord William","artist",558,"[blank]","c.1801","","Accepted by the nation as part of the Turner Bequest 1856","1801",1856,"support: 206 x 130 mm","206","130",NA,"mm","","","","http://www.tate.org.uk/art/artworks/turner-blank-d03710"
"60359",14489,"T04931","Trockel, Rosemarie","artist",2066,"Untitled","1986","Wool and acrylic","Purchased 1987","1986",1987,"object: 2200 x 1505 mm","2200","1505",NA,"mm","","","","http://www.tate.org.uk/art/artworks/trockel-untitled-t04931"
"10640",35188,"D07799","Turner, Joseph Mallord William","artist",558,"Blank","1809","","Accepted by the nation as part of the Turner Bequest 1856","1809",1856,"support: 107 x 180 mm","107","180",NA,"mm","","","","http://www.tate.org.uk/art/artworks/turner-blank-d07799"
"60505",16592,"T05077","Appel, Karel","artist",654,"Hip, Hip, Hoorah!","1949","Oil paint on canvas","Purchased with assistance from Evelyn, Lady Downshire's Trust Fund and the Gytha Trust 1988","1949",1988,"support: 817 x 1270 mm","817","1270",NA,"mm","date inscribed","© Karel Appel Foundation","http://www.tate.org.uk/art/images/work/T/T05/T05077_8.jpg","http://www.tate.org.uk/art/artworks/appel-hip-hip-hoorah-t05077"
"49639",797,"P07606","Baxter, Glen","artist",709,"The Twins Devoted an Hour Each Day to the Walnut","1978","Letterpress print on paper","Purchased 1982","1978",1982,"image: 111 x 150 mm","111","150",NA,"mm","","© Glen Baxter","http://www.tate.org.uk/art/images/work/P/P07/P07606_8.jpg","http://www.tate.org.uk/art/artworks/baxter-the-twins-devoted-an-hour-each-day-to-the-walnut-p07606"
"60881",17230,"T05453","Turner, Joseph Mallord William","after",558,"Minehead and Dunster Castle","1821","Intaglio print on paper","Purchased 1988","1821",1988,"image: 156 x 225 mm","156","225",NA,"mm","","","http://www.tate.org.uk/art/images/work/T/T05/T05453_8.jpg","http://www.tate.org.uk/art/artworks/turner-minehead-and-dunster-castle-t05453"
"44953",13874,"P01597","Stevens, Norman","artist",1998,"Covered Walk","1974","Intaglio print on paper","Presented by Editions Alecto through the Institute of Contemporary Prints 1975","1974",1975,"image: 254 x 365 mm","254","365",NA,"mm","date inscribed","","","http://www.tate.org.uk/art/artworks/stevens-covered-walk-p01597"
"4362",28883,"D01477","Turner, Joseph Mallord William","artist",558,"[blank]","1798","","Accepted by the nation as part of the Turner Bequest 1856","1798",1856,"support: 131 x 95 mm","131","95",NA,"mm","","","","http://www.tate.org.uk/art/artworks/turner-blank-d01477"
"2502",105661,"AR00764","Beuys, Joseph","artist",747,"Joseph Beuys: The Secret Block for the Secret Person in Ireland. Institute of Contemporary Arts, The Mall","1974","Print on paper","ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008","1974",2009,"image: 494 x 614 mm","494","614",NA,"mm","","","","http://www.tate.org.uk/art/artworks/beuys-joseph-beuys-the-secret-block-for-the-secret-person-in-ireland-institute-of-ar00764"
"58419",3573,"T02978","Daniell, William","artist",138,"Poole, Dorsetshire","date not known","Aquatint on paper","Presented by Tate Gallery Publications 1979","1814",1979,"image: 162 x 241 mm","162","241",NA,"mm","","","http://www.tate.org.uk/art/images/work/T/T02/T02978_8.jpg","http://www.tate.org.uk/art/artworks/daniell-poole-dorsetshire-t02978"
"31249",55879,"D28561","Turner, Joseph Mallord William","artist",558,"Moselkern and the Bridge over the River Eltz","1839","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1839",1856,"support: 156 x 100 mm","156","100",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D28/D28561_8.jpg","http://www.tate.org.uk/art/artworks/turner-moselkern-and-the-bridge-over-the-river-eltz-d28561"
"18279",42839,"D15483","Turner, Joseph Mallord William","artist",558,"View of Tivoli from the Ruins of the Villa of Quintilius Varus","1819","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1819",1856,"support: 253 x 196 mm","253","196",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D15/D15483_8.jpg","http://www.tate.org.uk/art/artworks/turner-view-of-tivoli-from-the-ruins-of-the-villa-of-quintilius-varus-d15483"
"19164",43729,"D16373","Turner, Joseph Mallord William","artist",558,"View of the Baths of Caracalla and San Giovanni in Laterano, Rome, from Santa Balbina","1819","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1819",1856,"support: 229 x 368 mm","229","368",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D16/D16373_8.jpg","http://www.tate.org.uk/art/artworks/turner-view-of-the-baths-of-caracalla-and-san-giovanni-in-laterano-rome-from-santa-balbina-d16373"
"396",7429,"A00399","Jones, George","artist",300,"[title not known]","date not known","Ink on paper","Presented by the artist's widow 1888","",1888,"","","",NA,"","","","http://www.tate.org.uk/art/images/work/A/A00/A00399_8.jpg","http://www.tate.org.uk/art/artworks/jones-title-not-known-a00399"
"551",7584,"A00554","Jones, George","artist",300,"[title not known]","date not known","Ink on paper","Presented by the artist's widow 1888","",1888,"","","",NA,"","","","http://www.tate.org.uk/art/images/work/A/A00/A00554_8.jpg","http://www.tate.org.uk/art/artworks/jones-title-not-known-a00554"
"29262",53887,"D26550","Turner, Joseph Mallord William","artist",558,"Ben A’an from Loch Achray; and Glen Croe","1831","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1831",1856,"support: 201 x 125 mm","201","125",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D26/D26550_8.jpg","http://www.tate.org.uk/art/artworks/turner-ben-aan-from-loch-achray-and-glen-croe-d26550"
"47951",16278,"P05301","Winner, Gerd","artist",2154,"[no title]","1969","Screenprint on paper","Presented by Rose and Chris Prater through the Institute of Contemporary Prints 1975","1969",1975,"image: 754 x 647 mm","754","647",NA,"mm","date inscribed","© Gerd Winner","http://www.tate.org.uk/art/images/work/P/P05/P05301_8.jpg","http://www.tate.org.uk/art/artworks/winner-no-title-p05301"
"47277",10356,"P04625","Motherwell, Robert","artist",1673,"No. 7","1970","Screenprint on paper","Presented by Rose and Chris Prater through the Institute of Contemporary Prints 1975","1970",1975,"image: 717 x 560 mm","717","560",NA,"mm","","© Dedalus Foundation, Inc/VAGA, New York and DACS, London 2014","http://www.tate.org.uk/art/images/work/P/P04/P04625_8.jpg","http://www.tate.org.uk/art/artworks/motherwell-no-7-p04625"
"9671",34212,"D06822","Turner, Joseph Mallord William","artist",558,"River Scene","c.1808","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1808",1856,"support: 76 x 115 mm","76","115",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D06/D06822_8.jpg","http://www.tate.org.uk/art/artworks/turner-river-scene-d06822"
"16724",41280,"D13914","Turner, Joseph Mallord William","artist",558,"Copies of Paintings in the Scuola Grande di San Rocco, Venice, including ‘Slaughter of the Innocents’ and ‘Presentation at the Temple’ by Tintoretto","1819","Pen and ink on paper","Accepted by the nation as part of the Turner Bequest 1856","1819",1856,"support: 114 x 88 mm","114","88",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D13/D13914_8.jpg","http://www.tate.org.uk/art/artworks/turner-copies-of-paintings-in-the-scuola-grande-di-san-rocco-venice-including-slaughter-of-d13914"
"6841",31371,"D03976","Turner, Joseph Mallord William","artist",558,"Beached Fishing Boats near a Windlass, with Ships at Anchor Beyond","c.1800–2","Ink and graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1800",1856,"support: 117 x 182 mm","117","182",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D03/D03976_8.jpg","http://www.tate.org.uk/art/artworks/turner-beached-fishing-boats-near-a-windlass-with-ships-at-anchor-beyond-d03976"
"59382",10617,"T03947","Newman, Avis","artist",1698,"The Day’s Residues I","1982","Charcoal, ink, chalk, graphite and acrylic paint on paper","Purchased 1985","1982",1985,"support: 1015 x 1362 mm","1015","1362",NA,"mm","date inscribed","","","http://www.tate.org.uk/art/artworks/newman-the-days-residues-i-t03947"
"26538",51150,"D23813","Turner, Joseph Mallord William","artist",558,"Château on River-Bank, ?Château de la Mailleraie","?1829","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1829",1856,"support: 156 x 107 mm","156","107",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D23/D23813_8.jpg","http://www.tate.org.uk/art/artworks/turner-chateau-on-river-bank-chateau-de-la-mailleraie-d23813"
"37421",62067,"D34913","Turner, Joseph Mallord William","artist",558,"Buildings, with Mountains","c.1830–41","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1830",1856,"support: 244 x 300 mm","244","300",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D34/D34913_8.jpg","http://www.tate.org.uk/art/artworks/turner-buildings-with-mountains-d34913"
"40251",64924,"D41226","Turner, Joseph Mallord William","artist",558,"[title not known]","1845–6","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1845",1856,"support: 76 x 98 mm","76","98",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D41/D41226_8.jpg","http://www.tate.org.uk/art/artworks/turner-title-not-known-d41226"
"61077",18778,"T05649","Stanfield, Clarkson Frederick","after",518,"Portsmouth Harbour, engraved by W.J. Cooke","1836","Line engraving on paper","Transferred from the Library 1989","1836",1989,"image: 91 x 142 mm","91","142",NA,"mm","","","http://www.tate.org.uk/art/images/work/T/T05/T05649_8.jpg","http://www.tate.org.uk/art/artworks/stanfield-portsmouth-harbour-engraved-by-wj-cooke-t05649"
"42714",9525,"N04277","Millais, Sir John Everett, Bt","artist",379,"A Baron Numbering his Vassals","1850","Graphite, ink and watercolour on paper","Bequeathed by J.R. Holliday 1927","1850",1927,"support: 292 x 406 mm","292","406",NA,"mm","date inscribed","","http://www.tate.org.uk/art/images/work/N/N04/N04277_8.jpg","http://www.tate.org.uk/art/artworks/millais-a-baron-numbering-his-vassals-n04277"
"18324",42884,"D15528","Turner, Joseph Mallord William","artist",558,"Blank","1819","","Accepted by the nation as part of the Turner Bequest 1856","1819",1856,"support: 253 x 200 mm","253","200",NA,"mm","","","","http://www.tate.org.uk/art/artworks/turner-blank-d15528"
"48018",8105,"P05368","Kitaj, R.B.","artist",1416,"From the Lives of the Saints","1975","Screenprint on paper","Presented by Rose and Chris Prater 1976","1975",1976,"image: 1029 x 714 mm","1029","714",NA,"mm","","© The estate of R. B. Kitaj","http://www.tate.org.uk/art/images/work/P/P05/P05368_8.jpg","http://www.tate.org.uk/art/artworks/kitaj-from-the-lives-of-the-saints-p05368"
"1066",2254,"A01069","Clarke Hall, Lady Edna","artist",914,"Four Figures and a Cat. Verso: study of Hareton","date not known","Graphite on paper. Verso: chalk on paper","Presented by Mrs F. Samuel, Mrs E. Bishop and Michel H. Salaman through the Contemporary Art Society 1941","",1941,"support: 279 x 216 mm","279","216",NA,"mm","","© Tate","http://www.tate.org.uk/art/images/work/A/A01/A01069_8.jpg","http://www.tate.org.uk/art/artworks/clarke-hall-four-figures-and-a-cat-verso-study-of-hareton-a01069"
"61729",20031,"T06303","Turner, Joseph Mallord William","after",558,"Dutch Boats in a Gale (Bridgewater Gallery), engraved by Armytage","published 1859–61","Engraving on paper","Transferred from the British Museum 1988","1859",1988,"","","",NA,"","","","http://www.tate.org.uk/art/images/work/T/T06/T06303_8.jpg","http://www.tate.org.uk/art/artworks/turner-dutch-boats-in-a-gale-bridgewater-gallery-engraved-by-armytage-t06303"
"66909",25656,"T11543","Barlow, Francis","after",20,"Woodecockes","date not known","Etching and engraving on paper","Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996","",1997,"image: 91 x 127 mm","91","127",NA,"mm","","","http://www.tate.org.uk/art/images/work/T/T11/T11543_8.jpg","http://www.tate.org.uk/art/artworks/barlow-woodecockes-t11543"
"65760",24828,"T10394","Martin, Charles","artist",2441,"[title not known]","date not known","Graphite and ink on paper","Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996","",1997,"support: 252 x 199 mm","252","199",NA,"mm","","","http://www.tate.org.uk/art/images/work/T/T10/T10394_8.jpg","http://www.tate.org.uk/art/artworks/martin-title-not-known-t10394"
"33649",58285,"D31046","Turner, Joseph Mallord William","artist",558,"(1) Berlin: View along Unter den Linden, Looking Westwards from the Corner of the Zeughaus (Continued in the Sky); (2) Berlin: The Schloss and Schlossbrücke from Close to the Zeughaus","1835","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1835",1856,"support: 162 x 89 mm","162","89",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D31/D31046_8.jpg","http://www.tate.org.uk/art/artworks/turner-1-berlin-view-along-unter-den-linden-looking-westwards-from-the-corner-of-the-d31046"
"19396",43962,"D16606","Turner, Joseph Mallord William","artist",558,"Blank","1819","","Accepted by the nation as part of the Turner Bequest 1856","1819",1856,"support: 113 x 189 mm","113","189",NA,"mm","","","","http://www.tate.org.uk/art/artworks/turner-blank-d16606"
"33755",58391,"D31154","Turner, Joseph Mallord William","artist",558,"Mountains","c.1837–41","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1837",1856,"support: 171 x 111 mm","171","111",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D31/D31154_8.jpg","http://www.tate.org.uk/art/artworks/turner-mountains-d31154"
"3907",28426,"D01015","Turner, Joseph Mallord William","artist",558,"Durham Cathedral: Crossing and South Aisle of the Choir from the South Aisle of the Nave, with the Tomb of Ralph, Lord Neville in Foreground","1797","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1797",1856,"support: 368 x 262 mm","368","262",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D01/D01015_8.jpg","http://www.tate.org.uk/art/artworks/turner-durham-cathedral-crossing-and-south-aisle-of-the-choir-from-the-south-aisle-of-the-d01015"
